,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
137,32,29,61,21,66,94,62,38,10,74,23,5,98,61,31,83,67,24,93,81,61,76,79,1,89,57,62,86,70,90,40,48,3,65,62,93,55,29,18,16,70,42,41,87,44,84,57,54,48,43,29,75,22,69,19,33,11,30,73,26,99,73,17,68,67,13,71,54,10,40,81,85,9,24,32,88,79,36,77,79,81,72,28,98,11,84,63,66,82,28,83,58,37,5,86,64,88,93,75,53,21,55,82,80,57,99,47,36,73,5,96,41,36,6,90,27,80,40,17,84,17,94,82,40,5,51,86,78,7,43,93,71,95,22,81,99,88,64,42,87,7,52,98,95,98,52,10,22,68,25,87,53,7,91,7,18,46,42,55,75,20,64,30,1,20,11,13,75,81,20,37,77,97,72,20,51,25,76,63,54,77,37,88,45,53,92,40,7,9,76,43,89,71,8,54,28,89,91,44,26,49,85,79,62,91,69,32,7,71,79,67,66,78,11,21,46,91,56,48,91,5,8,10,81,68,26,8,93,41,8,54,13,88,59,13,47,98,91,95,21,2,7,11,55,34,67,44,3,59,43,14,88,77,59,45,85,93,98,19,75,74,8,39,13,18,39,12,20,75,55,26,39,31,5,10,71,66,5,47,58,87,44,7,27,57,4,95,40,62,45,36,24,10,27,82,1,98,50,55,16,24,16,67,81,86,5,33,13,37,12,81,39,41,89,59,91,11,45,31,4,66,54,50,7,48,13,92,55,15,78,53,25,51,24,77,24,3,70,29,39,79,11,72,39,39,66,57,82,31,13,45,30,46,52,11,10,26,1,19,94,3,86,26,33,86,95,20,68,60,83,10,68,19,1,28,28,32,34,93,71,15,36,37,29,62,19,61,27,62,65,59,92,93,56,33,2,13,38,85,96
138,29,86,11,24,3,12,65,80,20,32,78,19,63,55,11,12,32,5,37,51,27,96,60,63,35,8,32,3,33,60,87,30,72,19,99,14,24,64,13,58,91,37,3,23,61,54,2,53,56,70,75,43,96,73,91,9,71,63,49,57,67,86,29,77,62,62,32,7,29,29,92,2,45,15,68,53,15,46,17,11,91,76,76,45,88,72,84,23,71,31,48,61,69,47,58,29,16,55,7,53,96,85,61,51,46,34,50,13,84,14,99,44,48,19,7,72,38,85,83,90,78,43,88,47,61,71,44,64,8,15,28,63,73,11,19,74,30,69,1,99,69,63,9,71,49,17,96,1,84,25,49,74,28,84,58,44,89,37,57,6,55,89,91,1,42,1,93,21,56,50,52,32,11,97,17,4,60,75,36,22,29,70,15,60,39,17,76,33,80,84,42,15,47,49,58,28,48,29,35,77,94,88,26,82,5,78,25,33,86,86,80,4,24,22,85,37,34,53,35,29,57,93,38,86,13,84,14,44,42,20,73,55,60,49,98,77,60,11,70,21,64,17,38,75,94,86,94,34,6,53,55,87,35,77,18,21,33,81,22,83,75,86,64,71,27,74,81,13,51,42,98,70,61,3,71,37,71,6,89,69,8,55,38,13,31,89,47,31,15,52,13,92,10,53,35,13,2,20,57,86,84,9,55,38,5,69,70,71,87,91,57,87,58,97,28,59,12,42,94,15,57,95,38,16,53,4,18,54,17,84,34,87,9,48,30,85,56,47,50,89,80,53,38,65,72,57,15,71,34,14,80,56,35,15,82,37,18,40,80,52,90,25,67,40,61,96,7,71,11,34,47,55,37,23,22,15,29,90,53,22,45,68,82,50,89,8,14,50,43,2,20,81,32,72,75,86,66,38,44,19
139,31,47,26,32,98,28,53,89,80,60,39,19,68,43,29,88,30,38,39,88,85,7,92,91,92,1,26,96,4,80,1,50,97,58,28,23,23,41,35,36,86,21,78,71,39,75,75,20,21,20,8,82,5,11,5,25,39,70,6,96,21,58,69,46,85,8,55,23,28,74,34,78,63,19,27,33,54,34,89,32,49,4,66,42,39,87,23,7,29,88,58,66,44,11,1,1,50,49,24,30,77,33,78,95,44,98,45,29,69,84,86,10,31,59,35,82,93,11,17,52,17,93,96,67,59,25,34,59,27,98,29,26,49,84,93,17,43,90,77,62,40,40,82,94,70,53,49,32,34,98,88,97,48,71,72,86,51,93,8,10,98,19,62,94,79,87,81,95,22,88,32,63,52,22,82,15,45,97,83,71,61,14,2,57,31,10,46,78,37,86,55,43,66,67,54,77,32,40,15,22,99,85,79,64,65,18,20,45,98,10,90,71,42,77,19,6,11,44,85,59,73,94,34,2,75,67,47,80,8,96,85,64,93,66,93,50,46,50,80,32,83,52,95,14,68,87,15,4,68,57,17,57,74,87,78,30,29,7,72,35,44,9,10,87,8,52,42,81,41,88,30,44,26,21,74,82,27,4,5,90,7,11,33,9,71,66,3,66,1,68,47,16,98,82,27,31,95,44,69,25,40,78,74,49,55,18,30,57,71,98,48,84,4,19,43,15,58,71,25,57,62,25,80,49,63,82,24,93,37,54,78,39,12,45,21,30,36,93,79,83,34,83,30,6,80,49,19,97,28,7,26,13,54,33,56,41,28,11,78,94,72,25,31,70,19,58,9,40,41,56,69,99,37,27,12,30,82,98,47,11,19,12,36,74,29,90,55,4,75,45,67,34,8,90,89,35,72,13,62,99
140,14,60,80,13,70,96,32,29,89,54,85,88,85,50,41,85,69,35,23,46,6,94,75,35,22,88,1,76,85,73,17,95,52,98,82,55,3,75,56,15,9,32,27,22,17,71,10,94,92,58,11,73,38,63,31,64,24,89,95,46,54,4,56,66,84,59,29,87,12,13,72,14,14,60,59,78,19,79,4,79,53,53,68,82,74,75,37,33,24,68,99,13,3,74,10,5,10,62,80,59,77,60,20,30,8,25,43,62,30,4,33,2,87,69,93,33,99,7,99,83,15,30,13,25,67,84,51,78,15,27,1,60,73,12,75,64,65,20,61,82,10,4,91,87,56,37,27,20,18,52,31,75,98,83,10,66,87,47,51,45,71,73,59,9,12,32,95,84,44,85,66,2,7,3,7,93,91,38,28,66,34,80,49,76,48,98,86,72,92,16,33,31,44,72,96,35,85,37,46,37,54,4,16,57,8,89,32,50,90,68,62,41,90,80,98,24,57,7,3,26,81,12,81,38,44,37,12,82,43,67,15,74,2,15,72,94,32,97,59,8,6,51,32,65,6,64,7,11,69,72,94,29,82,92,42,4,93,60,1,60,47,67,14,29,54,72,85,2,8,54,37,28,23,66,83,2,85,54,69,12,51,6,70,49,98,19,36,81,4,91,1,14,84,56,34,82,25,48,76,6,94,71,94,70,4,78,84,18,74,10,85,54,55,61,12,65,74,49,44,88,24,75,32,52,45,72,69,12,55,57,23,12,96,13,36,85,93,75,55,19,12,49,20,4,53,58,1,13,78,46,75,67,21,56,69,86,84,21,2,52,6,96,53,14,22,10,54,57,92,8,36,49,97,43,3,90,12,93,87,60,81,77,68,27,73,37,66,65,49,25,28,78,21,98,77,38,88,28,83,80
141,4,41,78,46,88,18,53,30,68,18,66,16,67,55,94,83,82,44,42,99,34,15,21,23,52,59,99,35,57,4,41,91,16,37,96,1,39,99,28,21,23,68,67,39,79,59,33,80,76,57,90,84,84,97,36,32,64,42,73,77,9,94,99,55,94,36,82,59,26,94,36,35,86,41,52,48,72,3,17,97,57,3,86,50,22,46,53,8,50,30,98,40,76,55,91,28,59,17,81,48,62,28,47,18,62,67,40,71,39,49,34,68,79,45,73,8,79,65,81,74,83,15,37,45,34,51,43,31,71,43,40,8,93,87,4,50,19,10,6,84,30,65,34,50,49,81,62,11,63,56,37,63,16,74,65,4,58,16,38,93,24,90,69,99,39,11,86,82,20,66,85,13,86,43,40,25,38,38,66,22,69,3,92,92,71,17,91,2,11,70,21,72,82,73,12,15,88,13,5,11,89,39,21,41,39,29,7,6,22,25,51,90,84,14,74,97,43,5,23,44,15,18,9,13,59,43,93,76,38,10,32,51,14,56,33,69,61,4,17,48,20,32,63,59,68,83,63,58,32,99,92,15,77,64,30,89,76,12,93,42,43,14,44,83,21,7,60,55,64,18,14,19,60,95,9,64,59,17,93,88,43,10,1,53,79,13,6,98,57,79,26,3,18,4,34,26,49,18,83,2,51,58,31,12,94,65,12,37,59,33,56,4,1,26,55,66,63,77,80,13,71,33,19,51,11,26,38,94,66,89,74,28,97,14,93,9,52,38,99,92,96,37,64,93,69,49,92,66,78,44,29,99,53,43,93,15,12,42,98,21,23,15,45,65,74,6,78,87,22,60,78,54,21,32,29,52,66,24,44,15,21,66,65,19,85,43,3,69,21,61,63,74,30,52,41,35,48,15,97,58
142,79,22,21,34,22,12,63,93,2,14,98,10,9,74,85,3,69,94,11,30,88,97,26,7,67,10,36,50,35,96,59,50,43,94,48,74,64,42,13,38,31,13,82,57,10,24,44,95,90,68,51,57,30,85,75,38,29,16,26,91,53,13,3,48,11,20,32,60,1,57,36,9,45,13,69,44,86,52,28,54,62,7,51,78,9,49,85,20,17,16,92,6,88,99,48,26,31,80,86,57,50,85,15,58,94,98,39,68,99,24,77,35,2,88,60,49,46,35,11,35,74,94,43,1,34,43,68,33,80,32,20,99,28,96,67,72,53,59,30,12,91,92,85,74,85,82,27,76,11,13,84,81,70,52,39,11,58,92,5,46,1,97,1,63,38,78,86,83,13,37,50,25,28,47,75,3,59,49,11,64,6,37,1,43,99,86,30,67,67,63,53,43,3,75,44,86,54,73,17,34,40,97,80,92,83,84,71,86,49,37,94,59,34,61,59,22,2,81,29,43,32,6,65,53,90,18,77,76,53,14,70,46,84,66,96,7,42,26,89,86,30,13,1,80,7,63,8,71,1,76,58,76,61,78,24,81,45,81,16,28,34,39,58,55,28,14,57,1,76,42,77,56,49,90,25,28,22,20,46,85,27,16,31,41,39,34,10,60,60,18,10,9,20,94,78,67,30,84,54,34,71,72,60,2,99,38,70,14,95,30,5,8,59,32,32,85,80,54,46,1,72,18,27,30,98,50,41,47,40,69,99,72,58,28,67,75,71,37,42,26,23,54,24,38,51,57,65,15,35,43,5,24,5,66,54,52,26,86,15,72,1,62,87,83,38,89,61,60,26,75,49,84,31,21,91,35,28,78,63,49,2,62,91,29,28,75,24,59,15,81,10,33,34,75,72,99,36,43,26,26
143,50,44,64,11,49,18,8,93,39,85,60,97,79,26,43,79,32,86,72,44,32,10,8,99,32,57,65,43,82,87,50,36,45,81,54,46,50,18,81,6,93,84,28,17,27,6,81,89,3,73,16,5,50,31,25,49,92,75,60,20,54,98,78,71,14,61,65,65,4,95,32,11,15,42,62,75,3,34,46,1,60,41,78,86,4,71,16,53,71,39,5,53,20,80,7,79,15,98,16,51,1,4,39,13,12,43,16,37,58,1,1,3,89,36,78,25,46,77,65,70,28,17,62,38,72,23,92,90,1,89,32,67,1,44,38,52,72,83,96,40,98,5,59,55,92,65,53,24,27,28,42,17,89,19,18,28,95,50,86,50,95,81,5,48,81,43,49,87,74,96,45,31,20,37,33,59,31,57,59,42,22,73,90,47,39,89,22,55,54,67,78,66,7,15,50,35,26,46,8,65,34,20,97,71,31,18,66,17,5,75,60,73,75,85,20,50,48,95,90,37,42,31,66,65,91,99,51,64,13,27,21,51,73,29,2,16,14,43,2,54,60,8,70,70,39,54,93,95,58,52,5,24,45,67,98,9,7,70,40,79,3,32,23,77,2,10,64,29,4,88,35,49,79,84,50,78,68,89,48,4,38,31,68,7,34,8,21,67,43,48,98,81,86,44,4,71,90,54,80,62,14,32,96,7,73,84,39,34,43,81,70,76,60,28,72,65,88,47,97,45,21,86,54,78,77,66,37,10,19,60,34,65,47,32,3,84,77,29,92,46,58,74,29,33,6,32,48,8,49,60,40,64,67,6,21,14,60,73,71,64,25,48,26,31,18,49,25,11,92,91,86,16,26,74,26,49,58,73,81,20,52,78,64,28,71,8,96,74,99,91,95,75,71,50,96,80,36,81,66,7
144,90,93,47,33,99,93,46,59,86,21,24,98,72,72,81,11,34,16,18,29,59,71,78,23,5,55,57,99,25,33,51,68,75,46,81,14,17,77,98,12,97,14,86,92,64,4,80,8,53,65,2,43,26,25,27,79,55,24,38,6,40,76,5,5,19,63,44,16,77,11,60,88,33,70,73,10,59,3,88,96,94,77,31,78,98,10,33,99,50,8,37,99,95,48,25,36,85,24,1,86,69,2,85,39,55,41,89,7,91,30,91,43,95,79,90,42,60,76,49,60,91,57,11,33,34,13,54,74,94,69,14,92,84,46,8,38,64,77,10,54,88,68,23,19,20,60,67,97,20,68,52,78,59,2,98,97,47,96,17,70,56,40,84,74,61,99,81,28,81,8,15,88,95,35,97,19,91,37,61,67,13,75,4,14,5,43,64,74,85,66,79,71,73,44,43,78,97,28,12,15,39,46,92,25,12,60,87,83,97,68,31,16,59,30,84,51,83,48,62,81,39,17,46,7,95,21,14,76,35,95,23,80,70,22,18,33,20,43,2,63,76,34,15,66,20,3,27,33,95,19,52,56,21,63,77,33,87,21,23,31,39,85,58,19,65,99,88,2,64,89,22,36,3,36,14,64,32,12,64,17,77,84,28,48,24,38,49,40,65,29,1,23,89,27,10,44,74,9,24,57,6,95,54,48,75,95,76,80,74,43,75,58,34,49,57,42,18,38,28,90,40,20,75,64,74,47,22,24,12,53,11,31,42,25,67,13,48,71,6,92,40,99,91,5,97,95,16,85,46,52,20,27,39,78,66,22,7,9,29,84,50,36,92,99,18,7,64,56,11,4,85,37,44,11,75,63,15,62,9,34,25,64,4,2,22,52,37,58,96,34,72,99,22,21,6,7,27,65,52,36
145,83,18,30,14,94,11,48,55,74,59,72,52,76,83,94,62,16,48,2,96,15,3,60,39,65,80,63,69,89,41,2,81,72,19,26,75,82,2,88,96,70,35,23,19,22,75,93,34,13,11,80,40,46,23,96,53,99,88,66,83,76,2,72,96,75,57,38,66,58,65,23,53,26,50,1,42,7,99,48,39,66,62,1,15,1,31,95,33,70,77,64,99,12,98,80,98,36,2,63,14,27,89,57,11,22,49,7,23,50,36,35,9,2,97,98,17,20,94,60,45,22,6,98,60,26,32,96,78,1,61,98,9,58,89,26,16,16,41,69,91,13,37,13,59,74,78,23,25,75,89,76,13,88,19,7,26,14,68,61,5,86,39,84,74,54,13,97,73,79,2,8,56,86,22,99,69,79,51,19,40,61,81,50,86,16,48,24,16,35,8,59,25,87,9,9,76,83,56,98,92,90,95,40,36,78,9,54,72,66,35,86,94,42,97,84,69,55,59,66,6,4,26,71,61,17,35,32,22,57,98,4,50,33,8,29,41,37,77,82,38,74,50,52,95,2,78,6,79,45,24,91,43,28,7,41,79,19,63,19,93,68,44,10,56,23,52,32,13,84,86,91,69,48,22,20,45,97,54,59,42,85,59,7,59,88,92,86,1,54,67,73,22,6,34,74,47,20,28,94,90,71,80,80,87,69,78,89,69,20,62,82,83,75,48,16,55,34,67,9,18,11,45,58,38,4,3,6,58,40,51,91,38,27,76,24,45,28,19,62,97,48,11,82,35,17,51,20,55,52,31,30,49,58,69,44,54,57,87,88,66,97,14,64,86,61,86,48,2,89,75,45,52,23,76,58,13,8,23,56,29,8,65,24,40,28,51,1,79,57,39,50,56,93,21,41,72,98,26,25,58
146,20,54,74,36,40,6,29,45,91,10,80,16,24,86,34,24,7,4,28,60,88,31,44,76,95,1,30,92,26,67,42,45,83,93,18,49,72,59,13,86,34,3,48,95,81,41,81,33,58,90,43,86,94,72,32,82,50,3,73,15,52,76,18,92,98,46,55,50,38,5,6,10,94,79,29,25,80,27,49,60,47,66,57,89,87,96,96,80,49,79,3,49,87,89,84,49,97,71,86,76,84,56,38,45,40,34,80,74,42,93,39,52,42,51,1,69,69,2,23,58,20,80,70,86,7,14,51,15,66,26,7,30,87,22,27,14,44,13,6,43,7,38,42,87,28,69,39,80,58,83,86,93,83,20,47,59,20,94,44,67,34,19,16,5,95,30,34,97,95,6,9,64,95,71,66,59,41,27,19,87,81,67,84,21,54,30,68,15,73,97,68,15,45,53,96,43,24,72,35,85,56,81,27,77,72,45,22,34,47,78,10,83,49,81,53,57,21,60,99,16,56,8,86,14,9,44,35,49,89,10,35,88,53,81,42,79,8,65,66,33,8,78,68,25,24,68,2,28,4,72,43,96,70,74,85,68,28,38,69,14,46,95,75,65,1,51,45,15,66,17,30,2,57,81,40,67,66,11,72,69,58,21,16,35,61,25,67,11,43,75,65,1,38,32,82,98,4,90,13,17,41,81,71,63,23,64,83,14,49,68,27,77,3,14,78,23,6,40,87,96,94,21,91,21,13,37,79,34,45,21,39,97,51,21,30,64,80,98,76,4,93,51,90,61,21,24,57,30,85,78,33,46,28,84,12,7,15,30,16,20,70,64,79,54,8,35,43,21,49,43,76,25,86,44,28,16,53,13,21,43,70,22,41,65,15,64,58,17,43,70,48,54,43,95,86,75,73,86,21,67
147,7,16,5,42,6,75,12,2,75,38,9,80,60,29,93,10,61,55,61,10,4,17,60,81,31,92,92,57,4,92,49,25,59,96,31,47,66,55,60,36,9,36,16,21,75,96,95,39,12,22,90,84,23,99,11,15,13,63,6,54,39,72,84,96,62,98,77,95,61,66,89,73,65,81,61,80,35,73,9,80,32,69,47,9,32,36,7,36,2,95,14,10,57,70,75,23,77,46,5,28,81,8,77,27,27,16,50,95,54,59,34,22,75,68,17,18,17,69,3,22,5,50,47,32,7,42,68,44,4,11,97,48,44,17,37,45,13,74,30,11,2,33,42,26,49,5,76,2,13,24,41,97,53,42,67,18,40,70,8,29,33,67,76,26,56,4,70,98,9,14,41,6,38,19,47,67,11,15,65,49,55,93,83,5,87,66,77,11,82,30,6,78,83,73,90,98,10,90,39,79,22,65,38,79,35,94,30,27,54,55,23,72,48,2,15,12,55,54,18,14,53,9,54,82,43,90,50,56,87,76,22,58,74,75,22,92,2,61,96,33,84,52,8,73,14,89,29,71,37,79,56,82,82,23,5,1,58,54,43,9,89,20,21,96,87,77,78,65,88,42,5,5,39,80,10,76,14,21,21,49,11,20,20,57,55,44,34,59,70,31,81,1,30,82,73,98,2,80,85,84,63,30,17,13,84,55,20,82,88,20,96,61,69,77,95,85,38,36,16,17,87,11,50,27,30,43,89,99,4,17,50,85,3,13,50,99,23,47,92,17,12,94,95,6,92,70,21,79,23,57,57,26,67,22,55,6,68,73,53,46,82,27,41,26,32,37,75,60,54,41,93,80,59,6,45,85,95,34,84,6,64,7,63,72,22,55,13,78,84,14,81,38,79,37,6,34,44,44,88,64
148,10,76,13,25,22,2,56,89,87,27,72,98,66,65,33,90,91,12,37,65,1,60,77,5,80,65,65,1,65,74,5,59,61,22,41,27,55,96,97,79,12,38,48,87,50,91,87,62,71,57,70,49,92,12,80,92,85,1,49,51,77,56,38,16,30,30,5,78,80,25,10,88,92,25,86,85,57,64,51,88,7,19,3,17,48,51,28,68,95,17,63,35,29,19,5,95,19,11,13,21,98,64,67,69,25,65,32,43,22,70,42,60,30,49,84,68,47,89,25,92,67,64,56,32,20,11,87,3,83,59,18,73,56,35,60,46,87,26,57,73,9,74,97,8,82,2,77,7,41,32,90,56,29,7,21,86,44,80,56,73,18,90,88,74,64,51,56,48,81,3,26,52,39,31,65,87,77,95,57,74,22,82,93,62,63,52,69,41,8,93,57,32,38,95,79,66,76,66,90,86,86,80,77,31,99,37,20,34,25,45,88,89,64,23,35,81,31,30,22,49,25,26,28,82,10,34,2,71,98,4,88,11,27,59,74,14,22,83,2,5,33,68,93,99,23,90,3,23,42,22,32,29,65,8,20,88,47,1,69,14,30,70,47,32,62,57,6,8,57,60,32,24,22,19,86,94,58,50,71,61,45,18,2,63,18,57,17,58,18,87,58,99,11,36,53,33,18,17,45,73,74,48,67,99,76,58,39,67,72,26,78,75,4,12,54,11,92,78,9,50,67,28,82,32,20,40,39,41,22,63,35,14,34,33,72,40,99,53,13,2,12,55,73,79,42,94,51,58,43,2,53,43,40,27,42,36,35,70,66,30,46,94,95,15,7,78,97,3,99,10,28,82,23,89,68,31,87,80,98,9,21,29,84,33,42,26,41,17,68,14,77,19,9,11,81,59,18,27,60,71
149,3,60,51,19,52,49,91,63,63,48,10,63,20,63,26,74,94,96,74,33,10,45,29,10,79,89,32,35,97,19,80,26,3,69,33,88,78,63,63,82,59,8,6,80,69,46,65,84,99,7,68,5,27,84,67,89,81,34,78,70,98,83,69,22,63,54,26,44,83,16,47,25,93,53,22,10,76,57,28,97,13,44,64,2,32,60,19,75,51,26,71,66,39,73,72,85,61,19,26,7,53,56,25,17,8,50,11,22,27,8,50,41,88,4,56,68,38,80,57,74,31,37,64,71,79,83,11,1,87,18,60,39,70,68,57,26,8,71,90,67,55,89,98,80,60,35,90,42,12,66,5,83,80,1,68,14,49,69,2,48,37,36,23,11,9,19,21,3,75,53,12,3,6,63,57,64,33,44,41,14,55,2,29,17,47,51,11,26,88,7,85,69,88,51,95,84,34,55,51,3,82,66,33,79,27,15,37,10,22,2,13,42,67,30,70,70,79,47,38,46,4,69,60,5,79,1,95,87,51,96,66,14,8,20,44,33,44,99,37,95,68,11,61,60,84,61,18,23,20,76,11,73,23,98,58,98,49,68,47,44,5,32,70,32,90,22,52,8,97,15,32,40,2,88,45,91,10,58,19,59,44,12,46,60,70,6,74,19,96,60,44,99,6,5,97,22,61,51,71,99,34,84,98,73,86,99,26,9,55,76,64,23,19,44,92,92,76,52,40,62,26,4,5,76,33,39,81,43,41,52,8,46,39,83,83,17,94,34,29,13,67,26,71,77,58,2,35,3,68,1,24,23,39,57,45,69,98,51,58,65,95,85,65,25,24,41,93,96,17,59,14,46,63,85,91,56,87,31,31,57,97,98,90,41,11,41,96,47,16,23,22,85,30,51,24,82,54,13,77,82
150,97,86,93,17,91,81,35,58,54,32,71,63,9,75,74,87,19,60,86,42,54,22,2,26,57,23,20,79,50,8,21,10,57,74,19,9,34,40,55,80,38,55,85,45,65,12,49,3,83,78,27,7,47,89,46,55,92,61,92,4,65,16,42,24,65,61,60,96,86,48,12,98,31,21,89,29,61,18,37,21,2,12,85,1,94,92,16,32,34,60,88,60,24,27,26,45,85,6,36,74,16,66,41,91,10,37,34,36,98,59,66,62,2,27,94,25,93,16,48,18,38,16,70,16,52,72,95,12,88,96,67,67,42,52,27,35,27,11,74,48,17,6,48,60,57,65,21,90,56,42,99,40,46,56,15,35,98,78,20,71,98,34,24,98,53,7,34,49,64,19,10,2,26,81,92,59,47,82,98,77,25,54,30,18,36,20,59,69,17,59,76,36,54,71,70,44,98,59,42,72,61,80,71,30,83,74,32,75,37,93,81,2,81,49,69,97,62,23,87,78,47,58,60,14,17,63,35,62,88,74,31,17,83,84,86,93,4,68,26,67,84,32,90,15,59,91,25,24,96,15,84,22,45,51,16,88,22,53,51,55,5,35,54,63,22,8,8,24,45,10,67,48,14,71,95,69,88,73,37,92,29,52,22,99,13,36,85,36,2,78,26,40,92,81,85,5,11,36,84,59,26,80,70,60,20,45,40,82,3,15,98,45,19,39,44,33,41,49,8,44,5,74,8,78,65,33,58,59,70,32,99,8,38,82,30,64,4,60,94,95,68,27,20,19,34,13,13,45,70,24,91,14,20,14,69,15,48,96,24,86,64,33,12,22,33,25,95,66,36,64,13,14,53,66,86,22,45,63,64,86,47,83,73,22,34,8,49,75,47,5,28,78,61,98,46,94,29,88,51,97
151,75,94,76,11,87,3,52,32,25,21,79,15,40,7,62,46,20,11,2,63,31,44,92,66,38,44,60,72,84,58,90,78,84,19,30,57,46,91,18,28,77,25,31,56,23,5,53,82,71,13,27,45,16,93,94,51,77,17,7,19,85,21,14,47,9,15,48,58,25,91,8,29,28,11,93,1,30,56,83,40,18,80,60,38,23,97,83,52,92,98,1,31,9,59,66,62,40,86,63,62,45,95,83,65,34,52,26,36,11,99,54,80,13,90,6,26,61,47,63,65,72,11,7,39,13,23,17,94,87,89,86,30,57,52,52,22,90,89,8,92,66,24,47,72,3,92,44,92,62,93,82,52,60,11,12,36,79,96,34,19,91,67,66,29,6,84,4,89,38,33,30,86,84,59,48,44,88,57,41,51,51,16,95,43,63,86,8,86,64,22,98,46,91,20,62,47,6,79,27,58,54,9,82,12,26,35,12,62,90,92,22,38,69,17,34,57,95,59,1,89,48,68,32,97,44,35,76,73,85,88,67,5,44,38,47,42,1,42,8,25,69,36,89,8,9,61,52,38,2,71,22,61,9,59,13,95,45,44,62,24,9,59,32,44,53,11,46,38,24,51,14,42,2,12,11,96,48,83,64,16,26,47,31,66,40,89,11,24,54,10,92,2,55,25,10,59,76,19,79,83,9,37,97,38,26,8,77,22,39,65,20,39,97,76,8,84,26,67,67,91,15,89,2,97,32,78,62,34,96,57,8,57,22,9,15,66,46,87,96,97,49,63,32,50,35,20,86,52,16,14,52,71,20,61,38,98,91,58,68,18,43,7,80,13,15,71,72,6,49,95,36,57,39,10,48,42,12,62,87,4,60,12,21,77,85,87,65,41,79,55,8,61,6,90,80,69,88,4,35,51
152,35,13,94,36,68,29,79,19,74,4,37,83,13,56,34,55,28,34,55,51,84,98,57,88,74,38,9,9,56,86,46,34,17,29,39,21,57,81,92,4,68,87,87,33,77,76,95,41,48,57,61,18,66,93,15,71,6,19,90,6,12,91,72,41,22,99,24,95,63,29,4,44,92,73,89,61,73,48,33,61,44,15,92,22,16,17,89,46,1,57,52,27,16,36,49,79,34,99,25,8,84,69,83,4,4,11,26,55,64,12,82,99,41,10,66,82,51,77,16,85,52,20,84,58,54,56,98,33,82,69,13,52,89,92,8,30,52,70,67,99,48,60,84,26,29,50,22,16,84,71,27,27,90,42,28,37,2,45,38,86,79,75,45,99,18,84,72,95,73,74,15,77,8,68,24,39,26,31,80,75,39,29,39,2,5,61,47,55,61,52,4,67,62,37,30,21,89,22,40,66,7,35,69,45,54,47,20,75,94,30,14,80,6,25,48,21,79,56,38,63,8,12,10,25,57,72,45,79,8,62,44,64,92,39,37,95,51,33,66,30,11,14,5,38,64,41,66,75,79,60,51,53,46,47,11,67,71,40,46,26,83,88,7,20,64,20,21,97,25,61,59,24,94,66,39,83,72,20,88,18,31,66,61,73,9,71,38,58,23,86,68,58,92,77,51,49,58,83,60,87,42,48,79,64,37,13,33,19,64,30,91,56,94,24,64,54,7,66,86,29,43,71,97,81,57,28,95,38,19,35,77,71,33,32,32,63,7,80,28,49,33,64,26,17,14,33,31,73,85,19,70,33,11,19,98,9,23,51,65,74,15,44,61,81,6,70,10,91,31,28,78,22,61,76,95,94,82,77,93,84,31,67,14,21,4,34,75,19,89,82,91,10,76,65,32,76,85,90,71,22
